Initials,DateBlkTrtmnt,Date,Block,Treatment,CountType,Insect.type,Concat_DBT_sp_num,DG_Spec_ID_code,Jaime_Family_ID.x,Jaime_Genus_ID.x,Jaime_Species_ID.x,Jaime_GenusSpeciesID.x,Jaime_Sex_ID.x,PlantCode.x,InsectGenus,InsectSpecies,TypeGenusSpeInsect,PhotoPacket,Idnotes,Sex,Count,PlantGenus,PlantSpecies,Pollen_Nectar,Idnumber,captured.,Notes.x,Jaime_Family_ID.y,Jaime_Genus_ID.y,Jaime_Species_ID.y,Jaime_GenusSpeciesID.y,Jaime_Sex_ID.y,PlantCode.y,DGPrelimFam,DGPrelimGenus,DGPrelimSp,DGPrelimGenSp,DGPrelimSex,...13,Notes.y
AD,29Jul2024ymcah,29Jul2024,ymca,h,N2,Bee,29Jul2024ymcahp4,,,,,,,,Agapostamon,texanus,Bee Agapostamon texanus,29Jul2024ymcaHp4,"all green, raised carina",,1,Symphyotrichum,chilense,,p4,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,29Jul2024ymcah,29Jul2024,ymca,h,N2,Wasp,29Jul2024ymcahp5,,,,,,,,Vespula,alascensis,Wasp Vespula alascensis,29Jul2024ymcaHp5,"T1 yellow unbroken, no checkmark, broken goggles, 13 seg",male,1,Perideridia,kellogii,,p5,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,29Jul2024ymcah,29Jul2024,ymca,h,N2,Bee,29Jul2024ymcahs4,,,,,,,,,,Bee  ,,,,1,Grindelia,hirsistula,,s4,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,29Jul2024ymcah,29Jul2024,ymca,h,N2,Bee,29Jul2024ymcahs5,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Symphyotrichum,chilense,,s5,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,29Jul2024ymcah,29Jul2024,ymca,h,N2,Bee,29Jul2024ymcahs6,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Grindelia,hirsistula,,s6,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,29Jul2024ymcah,29Jul2024,ymca,h,N2,Bee,29Jul2024ymcahs7,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Grindelia,hirsistula,,s7,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,29Jul2024ymcah,29Jul2024,ymca,h,N2,Bee,29Jul2024ymcah,,,,,,,,green sweat,,Bee green sweat ,,,,1,Symphyotrichum,chilense,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,09Sep2024ymcanh,09Sep2024,ymca,nh,snapshot,Bee,09Sep2024ymcanh,,,,,,,,green sweat,,Bee green sweat ,,,,3,Fragaria,chiloensis,,,,"wrote down as ""irridescent small bee"" on the sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,09Sep2024ymcanh,09Sep2024,ymca,nh,N1,Wasp,09Sep2024ymcanhp1,,,,,,,,Vespula,pennsylvanica,Wasp Vespula pennsylvanica,09Sep2024ymcaNHp1,"full goggles, diamond on T1, yellow on the scapes",,1,Achillea,millefolium,,p1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,09Sep2024ymcanh,09Sep2024,ymca,nh,N1,Wasp,09Sep2024ymcanhp2,,,,,,,,Vespula,pennsylvanica,Wasp Vespula pennsylvanica,09Sep2024ymcaNHp2,"full goggles, diamond on T1, yellow on the scapes",,1,Grevillea,lanigera,,p2,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,09Sep2024ymcanh,09Sep2024,ymca,nh,N1,Wasp,09Sep2024ymcanhp3,,,,,,,,Vespula,pennsylvanica,Wasp Vespula pennsylvanica,09Sep2024ymcaNHp3,"full goggles, diamond on T1, yellow on the scapes",,1,Grevillea,lanigera,,p3,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,09Sep2024ymcanh,09Sep2024,ymca,nh,N1,Moth,09Sep2024ymcanh,,,,,,,,fiery skipper,,Moth fiery skipper ,,,,1,,,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,09Sep2024ymcanh,09Sep2024,ymca,nh,N1,Bee,09Sep2024ymcanhp4,,,,,,,,Apis,mellifera,Bee Apis mellifera,09Sep2024ymcaNHp4,"fuzzy, corbicula, thick-bodied, distinct abdomen and thorax",female,1,Grevillea,lanigera,,p4,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,09Sep2024ymcanh,09Sep2024,ymca,nh,N2,Bee,09Sep2024ymcanhs1,09Sep2024ymcaNHs1,Halictidae,Lasioglossum (Dialictus),sp. M1,Lasioglossum (Dialictus) sp. M1,M,GreLan,"small, dark",,"Bee small, dark ",,,,1,Grevillea,lanigera,,s1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,09Sep2024ymcanh,09Sep2024,ymca,nh,N2,Bee,09Sep2024ymcanhp5,,,,,,,,Apis,mellifera,Bee Apis mellifera,09Sep2024ymcaNHp5,"fuzzy, corbicula, thick-bodied, distinct abdomen and thorax",female,1,Grevillea,lanigera,,p5,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,09Sep2024ymcanh,09Sep2024,ymca,nh,N2,Bee,09Sep2024ymcanhs2,,,,,,,,"small, black",,"Bee small, black ",,,,1,leaves,,,s2,yes,unclear which plant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,09Sep2024ymcanh,09Sep2024,ymca,nh,N2,Wasp,09Sep2024ymcanhp6,,,,,,,,Vespula,pennsylvanica,Wasp Vespula pennsylvanica,09Sep2024ymcaNHp6,"full goggles, diamond on T1, yellow on the scapes",male,1,Fragaria,,,p6,yes,leaves,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,09Sep2024ymcanh,09Sep2024,ymca,nh,N2,Bee,09Sep2024ymcanhs3,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,,,,s3,yes,leaves,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,21Aug2024ymcanh,21Aug2024,ymca,nh,snapshot,,21Aug2024ymcanh,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,21Aug2024ymcanh,21Aug2024,ymca,nh,N1,Wasp,21Aug2024ymcanhp1,,,,,,,,Vespula,pennsylvanica,Wasp Vespula pennsylvanica,21Aug2024ymcaNHp1,"full goggles, diamon T1, yellow scapes",,1,Fragaria,chiloensis,,p1,yes,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,21Aug2024ymcanh,21Aug2024,ymca,nh,N2,Wasp,21Aug2024ymcanhp2,,,,,,,,Vespula,pennsylvanica,Wasp Vespula pennsylvanica,21Aug2024ymcaNHp2,"full goggles, diamon T1, yellow scapes",,1,Achillea,millefolium,,p2,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,21Aug2024ymcanh,21Aug2024,ymca,nh,N2,Hoverfly,21Aug2024ymcanhp3,,,,,,,,,,Hoverfly  ,21Aug2024ymcaNHp3,,,1,Eriogonum,latifolium,,p3,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,30Sep2024poofh,30Sep2024,poof,h,snapshot,Bee,30Sep2024poofh,,,,,,,,Apis,mellifera,Bee Apis mellifera,,,,1,Symphiotrichum,chilense,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,30Sep2024poofh,30Sep2024,poof,h,N1,Bee,30Sep2024poofhp1,,,,,,,,Apis,mellifera,Bee Apis mellifera,30Sep2024poofHp1,corbicula,female,1,Symphiotrichum,chilense,,p1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,30Sep2024poofh,30Sep2024,poof,h,N1,Bee,30Sep2024poofh,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Symphiotrichum,chilense,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,30Sep2024poofh,30Sep2024,poof,h,N2,,30Sep2024poofh,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,12Aug2024poofh,12Aug2024,poof,h,snapshot,,12Aug2024poofh,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,12Aug2024poofh,12Aug2024,poof,h,N1,Bee,12Aug2024poofhs1,12Aug2024poofHs1,Halictidae,Halictus,tripartitus,Halictus tripartitus,F,SymChi,"small,dark",,"Bee small,dark ",,,,1,Symphiotrichum,chilense,,s1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,12Aug2024poofh,12Aug2024,poof,h,N1,Bee,12Aug2024poofh,,,,,,,,"small,dark",,"Bee small,dark ",,,,1,Symphiotrichum,chilense,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,12Aug2024poofh,12Aug2024,poof,h,N2,,12Aug2024poofh,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,30Sep2024lileh,30Sep2024,lile,h,snapshot,,30Sep2024lileh,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,30Sep2024lileh,30Sep2024,lile,h,N1,,30Sep2024lileh,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,30Sep2024lileh,30Sep2024,lile,h,N2,Moth,30Sep2024lileh,,,,,,,,fiery skipper,,Moth fiery skipper ,,,,1,Symphiotrichum,chilense,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,30Sep2024lileh,30Sep2024,lile,h,N2,Wasp,30Sep2024lilehp1,,,,,,,,Vespula,alascensis,Wasp Vespula alascensis,30Sep2024lileHp1,,,1,,,,p1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,snapshot,Bee,10Jun2024ymcah,,,,,,,,Apis,mellifera,Bee Apis mellifera,,,,2,Horkelia,californica,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,snapshot,Bee,10Jun2024ymcah,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,ground,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,snapshot,Bee,10Jun2024ymcah,,,,,,,,Bombus,,Bee Bombus ,,,,2,Horkelia,californica,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,snapshot,Hoverfly,10Jun2024ymcah,,,,,,,,,,Hoverfly  ,,,,1,Horkelia,californica,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,N1,Bee,10Jun2024ymcahp1,,,,,,,,Apis,mellifera,Bee Apis mellifera,,,,1,Horkelia,californica,,p1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,N1,Bee,10Jun2024ymcahp2,,,,,,,,Apis,mellifera,Bee Apis mellifera,,,,1,Horkelia,californica,,p2,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,N1,Bee,10Jun2024ymcahp3,,,,,,,,Apis,mellifera,Bee Apis mellifera,,,,1,Horkelia,californica,,p3,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,N1,Bee,10Jun2024ymcahp4,,,,,,,,Apis,mellifera,Bee Apis mellifera,,,,1,Horkelia,californica,,p4,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,N1,Bee,10Jun2024ymcahp5,,,,,,,,Apis,mellifera,Bee Apis mellifera,,,,1,Horkelia,californica,,p5,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,N1,Bee,10Jun2024ymcah,,,,,,,,Apis,mellifera,Bee Apis mellifera,,,,1,Horkelia,californica,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,N1,Hoverfly,10Jun2024ymcahp6,,,,,,,,,,Hoverfly  ,10Jun2024ymcaHp6,,,1,Horkelia,californica,,p6,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,N1,Bee,10Jun2024ymcahp7,,,,,,,,Bombus,vos/calig,Bee Bombus vos/calig,10Jun2024ymcaHp7,"yellow on sternites, yellow front face & thorax, no corbicula",male,1,Horkelia,californica,,p7,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,N1,Bee,10Jun2024ymcahs1,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Horkelia,californica,,s1,yes,yellow pollen on belly - megachillidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,N1,Bee,10Jun2024ymcahp8,,,,,,,,Bombus,vos/calig,Bee Bombus vos/calig,10Jun2024ymcaHp8,"yellow on sternites, no corbicula",male,1,Horkelia,californica,,p8,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,N1,Bee,10Jun2024ymcahs2,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Horkelia,californica,,s2,yes,yellow pollen on belly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,N1,Bee,10Jun2024ymcahp9,,,,,,,,Apis,mellifera,Bee Apis mellifera,,,,1,Horkelia,californica,,p9,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,N1,Bee,10Jun2024ymcahs3,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Horkelia,californica,,s3,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,N2,Bee,10Jun2024ymcahs4,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Horkelia,californica,,s4,yes,yellow pollen on belly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,N2,Bee,10Jun2024ymcahs5,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Phacelia,californica,,s5,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,N2,Hoverfly,10Jun2024ymcahp10,,,,,,,,,,Hoverfly  ,10Jun2024ymcaHp10,,,1,Sonchus,asper,,p10,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,N2,Bee,10Jun2024ymcahs6,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,ground,,,s6,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,N2,Bee,10Jun2024ymcahs7,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Sonchus,asper,,s7,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,N2,Unidentified,10Jun2024ymcahp11,,,,,,,,,,Unidentified  ,10Jun2024ymcaHp11,,,1,Sonchus,asper,,p11,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,N2,Hoverfly,10Jun2024ymcahp12,,,,,,,,,,Hoverfly  ,10Jun2024ymcaHp12,,,1,Sonchus,asper,,p12,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,N2,Bee,10Jun2024ymcahp13,,,,,,,,Apis,mellifera,Bee Apis mellifera,,,,1,Horkelia,californica,,p13,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,N2,Bee,10Jun2024ymcahs8,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,ground,,,s8,yes,pollen on belly - megachillidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,25Sep2024ymcah,25Sep2024,ymca,h,snapshot,Wasp,25Sep2024ymcah,,,,,,,,,,Wasp  ,,,,1,,,,,,flying around,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,25Sep2024ymcah,25Sep2024,ymca,h,N1,Bee,25Sep2024ymcahp1,,,,,,,,Apis,mellifera,Bee Apis mellifera,25Sep2024ymcaHp1,"fuzzy thorax, corb",female,1,Grevillea,lanigera,,p1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,25Sep2024ymcah,25Sep2024,ymca,h,N1,Wasp,25Sep2024ymcahp2,,,,,,,,Vespula,pennsylvanica,Wasp Vespula pennsylvanica,25Sep2024ymcaHp2,"full goggles, yellow on scapes, diamond T1",,1,ground,,,p2,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,25Sep2024ymcah,25Sep2024,ymca,h,N1,Hoverfly,25Sep2024ymcahp3,,,,,,,,,,Hoverfly  ,25Sep2024ymcaHp3,,,1,Grindilia,hirsitula,,p3,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,25Sep2024ymcah,25Sep2024,ymca,h,N2,Wasp,25Sep2024ymcahp4,,,,,,,,Vespula,pennsylvanica,Wasp Vespula pennsylvanica,25Sep2024ymcaHp4,"full goggles, yellow on scapes, diamond T1",,1,Grevillea,lanigera,,p4,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,25Sep2024ymcanh,25Sep2024,ymca,nh,snapshot,,25Sep2024ymcanh,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,25Sep2024ymcanh,25Sep2024,ymca,nh,N1,,25Sep2024ymcanh,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,25Sep2024ymcanh,25Sep2024,ymca,nh,N2,Wasp,25Sep2024ymcanhp1,,,,,,,,Vespula,pennsylvanica,Wasp Vespula pennsylvanica,25Sep2024ymcaNHp1,"full goggles, yellow on scapes, diamond T1",,1,Grevillea,lanigera,,p1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,25Sep2024ymcanh,25Sep2024,ymca,nh,,Wasp,25Sep2024ymcanhp2,,,,,,,,Vespula,pennsylvanica,Wasp Vespula pennsylvanica,25Sep2024ymcaNHp2,"full goggles, yellow on scapes, diamond T2",,1,Grevillea,lanigera,,p2,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,25Sep2024ymcanh,25Sep2024,ymca,nh,,Wasp,25Sep2024ymcanhp3,,,,,,,,Vespula,pennsylvanica,Wasp Vespula pennsylvanica,25Sep2024ymcaNHp3,"full goggles, yellow on scapes, diamond T3",,1,Fragaria,chiloensis,,p3,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,25Sep2024ymcanh,25Sep2024,ymca,nh,,Hoverfly,25Sep2024ymcanhp4,,,,,,,,,,Hoverfly  ,25Sep2024ymcaNHp4,,,1,Grevillea,lanigera,,p4,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DG,24Jul2024fscgh,24Jul2024,fscg,h,snapshot,,24Jul2024fscgh,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DG,24Jul2024fscgh,24Jul2024,fscg,h,N1,Bee,24Jul2024fscghp1,,,,,,,,Agapostamon,texanus,Bee Agapostamon texanus,24Jul2024fscgHp1,,,1,Symphyotrichum,chilense,,p1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DG,24Jul2024fscgh,24Jul2024,fscg,h,N1,Bee,24Jul2024fscghs1,,,,,,,,"small,dark",,"Bee small,dark ",,,,1,Horkelia,californica,,s1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DG,24Jul2024fscgh,24Jul2024,fscg,h,N2,Hoverfly,24Jul2024fscghp2,,,,,,,,Platycheirus,,Hoverfly Platycheirus ,24Jul2024fscgHp2,"dark grey, sheen",,1,Symphyotrichum,chilense,,p2,yes,on leaves,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DG,24Jul2024fscgh,24Jul2024,fscg,h,N2,Bee,24Jul2024fscghp3,,,,,,,,Bombus,vosnesenskii,Bee Bombus vosnesenskii,24Jul2024fscgHp3,"corbic, no yellow on sternites",,1,Ribes ,sanguineum,,p3,yes,on leaves,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DG,24Jul2024fscgh,24Jul2024,fscg,h,N2,Bee,24Jul2024fscghp4,,,,,,,,Agapostamon,texanus,Bee Agapostamon texanus,24Jul2024fscgHp4,dark mark inner and outer hind tibia,,1,Tropeaolum ,majus,,p4,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DG,24Jul2024fscgc,24Jul2024,fscg,c,snapshot,,24Jul2024fscgc,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DG,24Jul2024fscgc,24Jul2024,fscg,c,N1,,24Jul2024fscgc,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DG,24Jul2024fscgc,24Jul2024,fscg,c,N2,Wasp,24Jul2024fscgcp1,,,,,,,,Vespula,alascensis,Wasp Vespula alascensis,24Jul2024fscgCp1,"short cheek, no check-mark, continuous yellow T1, broken goggles",,1,,,,p1,yes,in air,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DG,14Aug2024wywenh,14Aug2024,wywe,nh,snapshot,Bee,14Aug2024wywenh,,,,,,,,"small,dark",,"Bee small,dark ",,,,3,Eriogonum,latifolium,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DG,14Aug2024wywenh,14Aug2024,wywe,nh,N1,Bee,14Aug2024wywenh,,,,,,,,"small,dark",,"Bee small,dark ",,,,1,Eriogonum,latifolium,,,no,missed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DG,14Aug2024wywenh,14Aug2024,wywe,nh,N2,Bee,14Aug2024wywenhs1,,,,,,,,"small,dark",,"Bee small,dark ",,,,1,Eriogonum,latifolium,,s1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DG,14Aug2024wywenh,14Aug2024,wywe,nh,N2,Bee,14Aug2024wywenhs2,,,,,,,,"small,dark",,"Bee small,dark ",,,,1,Achillea,millefolium,,s2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DG,14Aug2024wywenh,14Aug2024,wywe,nh,N2,Bee,14Aug2024wywenhs3,,,,,,,,"small,dark",,"Bee small,dark ",,,,1,Achillea,millefolium,,s3,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DG,14Aug2024wywenh,14Aug2024,wywe,nh,N2,Bee,14Aug2024wywenhs4,,,,,,,,"small,dark",,"Bee small,dark ",,,,1,Eriogonum,latifolium,,s4,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DG,14Aug2024wywenh,14Aug2024,wywe,nh,N2,Bee,14Aug2024wywenhs5,,,,,,,,"small,dark",,"Bee small,dark ",,,,1,Eriogonum,latifolium,,s5,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DG,03Oct2024fscgnh,03Oct2024,fscg,nh,snapshot,Fly,03Oct2024fscgnh,,,,,,,,Tachinid,,Fly Tachinid ,,,,1,Achillea,millefolium,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DG,03Oct2024fscgnh,03Oct2024,fscg,nh,snapshot,Hoverfly,03Oct2024fscgnh,,,,,,,,Eristalis,,Hoverfly Eristalis ,,,,1,Achillea,millefolium,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DG,03Oct2024fscgnh,03Oct2024,fscg,nh,N1,Hoverfly,03Oct2024fscgnhp1,,,,,,,,Eristalis,,Hoverfly Eristalis ,03Oct2024fscgNHp1,,,1,Achillea,millefolium,,p1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DG,03Oct2024fscgnh,03Oct2024,fscg,nh,N1,Bee,03Oct2024fscgnh,,,,,,,,Apis,mellifera,Bee Apis mellifera,,,,1,Vegetation,,,,no,missed; on Digitalis seed pods,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DG,03Oct2024fscgnh,03Oct2024,fscg,nh,N1,Hoverfly,03Oct2024fscgnhp2,,,,,,,,Eristalis,,Hoverfly Eristalis ,03Oct2024fscgNHp2,,,1,Achillea,millefolium,,p2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DG,03Oct2024fscgnh,03Oct2024,fscg,nh,N2,Butterfly,03Oct2024fscgnh,,,,,,,,Pieris ,rapae,Butterfly Pieris  rapae,,,,1,,,,,,fly around in plot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DG,03Oct2024fscgh,03Oct2024,fscg,h,snapshot,Bee,03Oct2024fscgh,,,,,,,,Agapostamon,,Bee Agapostamon ,,,,4,Symphyotrichum,chilense,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DG,03Oct2024fscgh,03Oct2024,fscg,h,snapshot,Bee,03Oct2024fscgh,,,,,,,,Agapostamon,,Bee Agapostamon ,,,,1,Tropeaolum ,majus,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
